topic,aliases,topic_desc,knowledge_class,topic_desc_basic,knowledge_class_basic,tags,category
the_king,,"The King is a charismatic figure in his mid-30s, described by Ambassador Dennis Crocker as extremely charismatic. Originally a member of one of the tribes of New Vegas, his tribe was passed over when Mr. House selected three tribes to staff the Strip. Left to fend for himself, he survived as a scavenger until discovering a cache of items connected to a figure he interpreted as an ancient black-coiffed deity. Modeling his identity on this figure, he took the name The King and founded the Kings gang, establishing them in an old School of Impersonation in Freeside. Unlike typical Mojave gangs, the Kings are built on respect and personal freedom, believing every man is a king in his own right. His right-hand man is Pacer, a childhood friend whose violent tendencies toward strangers and squatters sometimes undermine the King's peaceful intentions. The King also keeps a cyberdog named Rex, purchased from a prospector, whose degrading brain has become a growing concern. The King maintains connections to the Strip, visiting casinos on date nights with two groupies. His leadership of Freeside's most principled gang makes him a significant power broker in the neighborhood's informal politics.","the_king,freeside,brotherhood_of_steel,ncr,leader","The King leads the Kings, a Freeside gang based in the old School of Impersonation. He models himself after a pre-War figure he discovered in the building, adopting the hairstyle and mannerisms. The Kings value respect and personal freedom, believing every man is a king. He keeps a cyberdog named Rex.","mojave,new_vegas","elvis-inspired identity,freeside gang leader,freeside peacekeeper,kings impersonation school,rex cyberdog owner,tribal origins new vegas",person
courier,,"Before the platinum chip contract, the Courier had been hired to deliver a package to a community near Death Valley. The technology inside triggered underground nuclear detonations after the Courier's departure, transforming the region into the hostile wasteland known as the Divide. The Courier was one of six messengers recruited by the Mojave Express at Robert House's behest to carry packages to the New Vegas Strip, though only the Courier transported the platinum chip itself. The Courier's travels spanned the Long 15 into Primm, Circle Junction, New Reno, Vault City, Fort Abandon, and cattle drives along the Big Circle. In 2281, House's protégé Benny intercepted the Courier near Goodsprings, shot them twice in the head, and buried them in the local cemetery. A Securitron named Victor unearthed the Courier, and Goodsprings doctor Doc Mitchell performed surgery and monitored the recovery. The Courier's exact origins remain obscure, though their deliveries originated from southern NCR territory toward the Hub.","courier,goodsprings,traveler,ncr,benny","The Courier, sometimes called Courier Six, was a Mojave Express delivery contractor who traveled widely across the former American Southwest. In 2281, the Courier was ambushed near Goodsprings, shot in the head, and buried in the local cemetery. A local doctor treated the Courier's wounds.",mojave,"courier six,divide package delivery,goodsprings survivor,mojave express messenger,platinum chip courier,robert house contractor",person
breadbox,,"Breadbox has been held in the Paradise Falls slave pens for more than three decades, making him the oldest captive in the camp. His advanced age, deafness, and dementia render him effectively valueless to the slavers, who no longer bother selling or mistreating him. He shares the pen with fellow captives including Jeanette, Bleak, and Bronson. When other slaves discuss escape plans, Breadbox refuses to participate and actively discourages the effort, arguing that a person can grow accustomed to enslavement and that cooperation is preferable to death. He frequently offers advice to his fellow captives, urging them to care for themselves, remain optimistic, and avoid alcohol, which he warns only worsens their troubles. His nickname originates from a cruel game slavers once played with new captives, a subject he prefers not to dwell on. He remains in the pen at all times and does not flee even if the gate is opened.","breadbox,paradise_falls,raider","Breadbox is the oldest slave held at Paradise Falls, enslaved for over thirty years. Deaf and suffering from dementia, he is considered worthless to slavers and left alone. He discourages other slaves from attempting escape, believing survival is preferable to death.",capital_wasteland,"deaf dementia,elderly captive,opposes escape,paradise falls slave,slave pen resident,thirty years enslaved",person
red,,"Red serves as Big Town's sole physician, operating from her clinic and generating many practical ideas for the struggling settlement's survival. Like most Big Town residents, she originated in Little Lamplight, the underground community of children, and migrated upon reaching adulthood. Her relationship with Sticky is well known among the townsfolk. Recognizing the constant threat posed by slavers from Paradise Falls, Red attempted to outsmart them by negotiating deals, hoping to keep Big Town safe through diplomacy rather than force. This strategy backfired, marking her as a valuable target for enslavement. She has been held captive by super mutants in the Germantown Police HQ. Despite the dangers surrounding Big Town, Red remains committed to her role, describing her leadership as akin to a mother guiding children through a warzone rather than a formal mayor presiding over an organized municipality.","big_town,doctor,red","Red is the doctor of Big Town, the settlement where Little Lamplight children relocate upon coming of age. She runs the town's clinic and is regarded as an important figure among residents. She is close with Sticky, who considers her his girlfriend. Big Town faces constant threats from slavers and super mutants.","traveler,merchant","big town doctor,big town resident,germantown police hq,little lamplight origin,paradise falls slavers,sticky relationship,wasteland physician",person
julie_farkas,,"Julie Farkas serves as regional administrator of the Followers of the Apocalypse, operating from the Old Mormon Fort in Freeside. A good friend of NCR Major Elizabeth Kieran, she oversees a struggling branch that provides food to Freeside's poor but lacks the medical supplies to adequately treat the sick and injured. The Crimson Caravan's prices are too high for the Followers' needs, prompting Farkas to seek local alternatives. She is deeply familiar with Freeside's dynamics, including the Kings gang led by the King, whose members have harassed NCR citizens and charged double for water. Farkas has personally attempted to mediate between NCR squatters and Freeside locals, though without success. The Followers themselves originated in the Boneyards of Adytum, carrying a mission to rebuild the wasteland through the free exchange of knowledge, education, and medicine. Farkas embodies this philosophy, seeking to forge a world free of war and poverty. She has also lost valued community members to chem addiction and knows a colleague named Ezekiel who is knowledgeable about Great Khan history and culture.","julie_farkas,followers_of_the_apocalypse,freeside,ncr","Julie Farkas runs the Followers of the Apocalypse branch at the Old Mormon Fort in Freeside, providing food and limited medical care to the poor. The branch is chronically short on medicine. She is familiar with Freeside's neighborhoods and local tensions between NCR citizens and residents.","mojave,new_vegas","chem addiction relief,followers of the apocalypse,freeside medical aid,ncr squatter tensions,old mormon fort,regional administrator",person
stanislaus_braun,,"Doctor Stanislaus Braun hailed from Kronach, Bavaria, and built a long, varied pre-War career as one of Vault-Tec's most brilliant and disturbing minds. He served as director of the Societal Preservation Program and department head of Future-Tec, playing a central role in designing the Vaults' true purpose as sinister scientific experiments. He maintained contact with other Vaults, managing activation and assignment. The United States Army contracted him to develop methods of sustaining human life through nuclear war, and he was credited as sole developer of the Garden of Eden Creation Kit, a self-contained terraforming module capable of creating and sustaining life in a desolate wasteland. When the Great War erupted, Braun retreated to Vault 112, abandoning his aging body for a permanent virtual existence in simulation loungers. Over two centuries he created and discarded simulated worlds such as Toucan Lagoon and Slalom Chalet, growing bored and resorting to cruelty against the other trapped residents for amusement. In the current simulation, Tranquility Lane, he assumed the identity of a little girl named Betty, speaking in a flawlessly simulated child's voice. Most residents remain unaware of Betty's nature, though Timmy Neusbaum senses her meanness and Old Lady Dithers fully knows the truth. Braun also commissioned a Chinese Invasion Failsafe capable of permanently killing all Vault 112 inhabitants while sparing him, though it would leave him utterly alone. When James sought Braun's help retrieving the Capital Wasteland's last usable GECK, Braun trapped him in a simulator pod, forcing him into the form of a dog within Tranquility Lane.","stanislaus_braun,vault_tec,vault_112,scientist,researcher",,blocked,"geck creator,societal preservation program,tranquility lane betty,vault 112 overseer,vault-tec scientist,virtual reality simulation",person
legionary_assassin,,"Legionary Assassins represent one of Caesar's Legion's most feared instruments of enforcement in the Mojave Wasteland. Operating in small squads of four elite killers, these operatives are drawn from the Legion's most seasoned warriors and are typically led by a Decanus, a Centurion, or even a Praetorian Guard, accompanied by veteran legionaries and a Vexillarius bearing the Legion standard. Their mission is singular: to hunt down and eliminate individuals who have earned the Legion's ire, whether through direct opposition to Legion interests, collaboration with the New California Republic, or interference with Legion operations. Unlike common legionaries garrisoned at posts such as Cottonwood Cove or the Fort, assassins are mobile, ranging across vast stretches of the Mojave—from the Ivanpah underpass near the Mojave Outpost to Highway 95 north of Camp Searchlight—in pursuit of their targets. Their armament scales with the severity of the threat: lower-tier squads may carry 9mm pistols, caravan shotguns, and machetes, while more dangerous assignments see them equipped with assault carbines, brush guns, 12.7mm pistols, thermic lances, and even super sledges. Notably, Praetorian Guards serving in assassination squads abandon their traditional unarmed combat style in favor of firearms. These squads are indiscriminate in their pursuit; NCR settlements, trading posts, and traveling merchants caught in their path may suffer collateral attacks. Their appearance alongside NCR Ranger Hit Squads—when a target has antagonized both major factions—creates some of the most perilous conditions a wasteland traveler can face.","caesars_legion,researcher,ncr,traveler","Legionary Assassins are elite Caesar's Legion killers deployed across the Mojave Wasteland to eliminate those who have drawn the Legion's wrath. They operate in squads of four, typically led by a Decanus, Centurion, or Praetorian Guard, with veteran legionaries and a Vexillarius among their number. Armed with weapons ranging from machetes and shotguns to assault carbines and thermic lances, they relentlessly track their targets across great distances, attacking NCR settlements and merchants encountered along the way.",mojave,"caesars legion operatives,decanus led hit squads,elite legion killers,legion enforcement units,mojave assassination squads,praetorian field assassins",faction
trudy,,"Trudy is the owner and bartender of the Prospector Saloon in Goodsprings, having arrived in town roughly seven years before the present day and since become a central figure in the small community. Sunny Smiles describes her as ""kind of the town mom,"" noting that many residents look up to her, and Doc Mitchell observes that she knows everyone in Goodsprings. She keeps abreast of current events through radio broadcasts and speaks fondly of Mr. New Vegas. Recently, Trudy sheltered Ringo, a Crimson Caravan trader who survived a Powder Ganger attack on his caravan, hiding him at the Goodsprings Gas Station. Days later, Benny and a group of Great Khans passed through the saloon; Trudy dismissed them as freeloaders expecting free drinks, and during their visit a Great Khan knocked her radio to the floor, breaking it. She overheard Benny discussing a route to the New Vegas Strip that avoided the I-15, which she notes is plagued by dangerous creatures and avoided by merchants. Trudy holds strong opinions on regional conflicts, viewing the NCR's interest in Hoover Dam as tied to electricity production and the Legion as savages likely to destroy it. She also openly criticizes the NCR's use of convicts armed with dynamite and blasting powder.","trudy,goodsprings","Trudy owns and tends the bar at the Prospector Saloon in Goodsprings. She arrived in town about seven years ago and has since become a respected community figure whom many locals look up to, with some calling her the town's unofficial mother. She knows nearly everyone in Goodsprings and keeps up with regional news through the radio. Recently she sheltered a Crimson Caravan trader named Ringo after Powder Gangers attacked his caravan, and she crossed paths with Benny and a group of Great Khans who stopped in her saloon.",mojave,"benny sighting,broken radio,goodsprings bartender,powder ganger conflict,prospector saloon owner,ringo shelter",person
lone_wanderer,,"The Lone Wanderer was born on July 13, 2258 at the Jefferson Memorial to James and Catherine, scientists working on Project Purity, an ambitious initiative to purify the Potomac's irradiated waters on a massive scale. Catherine died in childbirth, and James fled with the infant to Vault 101, escorted by Star Paladin Cross of the Brotherhood of Steel. Raised in isolation within the vault, the child grew up believing the outside world was uninhabitable. In 2277, James vanished from the vault to resume Project Purity, triggering his child's emergence into the Capital Wasteland. The Lone Wanderer traced James to Tranquility Lane, a virtual simulation, and reunited with him at the Jefferson Memorial. Their reunion was cut short when Enclave forces under Colonel Autumn seized the facility; James sacrificed himself to deny the Enclave control. The Lone Wanderer fled with Dr. Madison Li and surviving scientists to the Citadel, allying with Elder Lyons' Brotherhood of Steel. After retrieving a G.E.C.K. from Vault 87, the Lone Wanderer played a pivotal role in defeating the Enclave and activating Project Purity, bringing clean water to the Capital Wasteland. Wasteland accounts disagree on nearly every detail of the Wanderer's identity, but Moira Brown famously noted that everyone agrees on one thing: the Lone Wanderer changed the Capital Wasteland forever.","lone_wanderer,vault_101,brotherhood_of_steel,scientist,historian","The Lone Wanderer is a figure of uncertain identity associated with major events in the Capital Wasteland. Stories disagree about the Wanderer's origin, family, appearance, and deeds, leaving most people with only an inconsistent regional legend.",capital_wasteland,"brotherhood of steel ally,capital wasteland legend,enclave adversary,james and catherine,jefferson memorial birth,project purity,vault 101 dweller",person
bob_tree,,"Bob is a mutated tree that sprouted from Harold's head following Harold's exposure to the Forced Evolutionary Virus at the Mariposa Military Base. What began as a small sprig grew rapidly into a full-sized tree, eventually overtaking Harold's body and rooting both of them to the ground in the Capital Wasteland. As of 2277, Harold and Bob had been rooted in place for over two decades. Bob subsequently blossomed, extending its reach outward and creating a lush green habitat known as Oasis. Seeds carried by the wind from Bob's seed pods took root in the surrounding region, producing further vegetation. Harold considers Bob a friend and communicates with him as though thinking aloud, even jokingly calling him Herbert, which reportedly irritates Bob. Bob is capable of some form of perception; Harold claims to see through the leaves of other trees in Oasis. Bob and Harold were discovered by a group of people who founded the Treeminders, worshipping the mutant tree as a deity. Harold reports Bob's general disdain for this worship, though Bob is said to adore Yew, a child among the Treeminders. Harold has described mischief instigated by Bob, such as convincing the Branchtender Maple to stand on his head for an entire day. Harold confides that their immobile existence is miserable and that both wish to be at peace.","oasis,researcher,historian","Bob is a mutated tree that grew from Harold's head after Harold was exposed to the Forced Evolutionary Virus at the Mariposa Military Base. Over time, Bob grew into a full-sized tree, overtaking Harold and rooting them both to the ground in the Capital Wasteland. As of 2277, they had been rooted there for over two decades. Bob's growth created a lush habitat called Oasis. A group called the Treeminders discovered them and began worshipping Bob as a deity, though Harold reports Bob's disdain for this.",capital_wasteland,"capital wasteland flora,fev mutation,harold companion,mutated tree,oasis habitat,treeminders deity",flora
bravo_company,,"Bravo Company is a unit within the New California Republic Army, officially commanded by Captain Ronald Curtis. Under orders from General Lee Oliver, the bulk of the company has been pulled from active field deployment and garrisoned at Camp McCarran, a decision that has generated resentment among some of its veterans. A former staff sergeant of the company's Third Platoon recalls that Bravo Company saw direct combat against Caesar's Legion during the First Battle of Hoover Dam in 2277, one of the bloodiest engagements in the NCR-Legion conflict. The company's personnel have also been subject to reassignment: Private Seamer was transferred from Bravo Company into the NCR Military Police and now serves at the NCR Embassy on the New Vegas Strip. The concentration of Bravo Company at Camp McCarran reflects General Oliver's broader strategy of massing forces at central installations rather than dispersing them along the frontier, a posture that has drawn criticism from officers who favor more aggressive patrolling against Legion incursions across the Colorado.",ncr,"Bravo Company is a unit of the New California Republic Army, officially led by Captain Ronald Curtis. Most of its members are currently garrisoned at Camp McCarran under orders from General Lee Oliver. The company fought Caesar's Legion at the First Battle of Hoover Dam. At least one member, Private Seamer, was transferred to the NCR Military Police and posted to the NCR Embassy.",soldier,"camp mccarran garrison,captain ronald curtis,first battle hoover dam,general lee oliver,ncr army unit,ncr military police",faction
arcade_gannon,,"Arcade Israel Gannon is the son of an Enclave officer, born at the Navarro military base before the New California Republic's assault forced him and his mother to flee south with troopers from his father's old unit. The group repeatedly relocated to the fringes of NCR territory, pursued by both the NCR and Brotherhood of Steel. Gannon credits the Followers of the Apocalypse with his education and medical training, which he received while living within NCR territory. Drawn to communities in particular need, he relocated to the New Vegas area and now works from a tent in Freeside's Old Mormon Fort, researching alternative treatments using local flora such as barrel cacti, motivated by the finite supply of pre-War medical materials. He maintains a close familial bond with the Enclave Remnants—Daisy Whitman, Orion Moreno, Cannibal Johnson, and Judah Kreger—who raised him after his father's death. Kreger acted out of loyalty to Arcade's late father, while Whitman became a surrogate maternal figure. Gannon is strongly averse to groups he perceives as fascist or imperialist, including the NCR and Caesar's Legion, criticizing Caesar's inability to learn from history rather than merely recreating it.","followers_of_the_apocalypse,doctor,arcade_gannon,enclave,researcher","Arcade Gannon is a member of the Followers of the Apocalypse working out of the Old Mormon Fort in Freeside. A trained physician and researcher, he studies alternative medical treatments using local Mojave flora, driven by the dwindling supply of pre-War medical goods. He is known to be well-read, idealistic, and sharply critical of imperialist factions.",freeside,"anti-fascist idealist,barrel cacti medicine,enclave remnants,followers of apocalypse,freeside old mormon fort,medical researcher,navarro refugee",person
vulpes_inculta,,"Vulpes Inculta hails from a tribe south of Utah and was inducted into Caesar's Legion as a child, rising through training to become a legionary and then a Decanus. His path to prominence came through an act of insubordination: during a battle against a tribe, he broke ranks and led his squad through a gap in enemy defenses to capture the chieftain. His centurion demanded crucifixion for disobeying orders, but Caesar saw potential and redirected him into the Frumentarii. This decision has remained contentious within the Legion, particularly with Legate Lanius, the likely successor to Caesar, who disapproves of Vulpes' reliance on espionage and deception. According to Ulysses, Vulpes orchestrated the destruction of the Twisted Hairs at Dry Wells after the Legion's Arizona campaign concluded, crucifying resisters along Interstate 40. By 2281, Vulpes commands the Frumentarii and directs operations across NCR-held territory. His known schemes include the Battle of Nelson, the lottery massacre at Nipton, and the irradiation of Camp Searchlight, where legionaries breached radioactive waste containers stored in the city's fire station. The Searchlight operation crippled NCR defenses and enabled the Legion to establish Cottonwood Cove on the Colorado's western bank. Vulpes is a master of disguise who has visited the Strip multiple times, and he personally delivers the Mark of Caesar to those the Legion wishes to summon. He is a devout adherent of Caesar's philosophy, viewing loyalty, martial excellence, and justice as the Legion's pillars. He despises disloyalty and inaction, exemplified by his judgment of Nipton's residents: none resisted despite outnumbering his men. Mayor Joseph Steyn received special punishment, burned alive on a tire fire for betraying those under his protection.","vulpes_inculta,caesars_legion,ncr","Vulpes Inculta is a feared Legion officer associated with the destruction of Nipton. Most Mojave residents know little about his rank, history, whereabouts, or covert responsibilities.",mojave,"caesars legion frumentarii,camp searchlight irradiation,cottonwood cove,legion spy master,mark of caesar,nipton massacre,twisted hairs destruction",person
sawbones,,"Sawbones is a Mister Gutsy field medic operating in the Citadel's B Ring, serving the Brotherhood of Steel with an almost encyclopedic knowledge of surgery. Seventeen years before 2277, a generator overload in the Citadel shorted out the limiters on Sawbones' neural pathways, granting it intelligence beyond its original programming scope. However, the overload also damaged the pathways governing its medical functions, causing a malfunction that unintentionally harms patients. Due to its model type, Sawbones is incapable of intentionally harming humans, as its behavior limiters remain intact. Sawbones resents its role, finding humans' fleshy bodies disgusting and expressing that the malfunction is the only thing bringing it any measure of joy. Recently, Sawbones has begun experimenting with poetry on the Citadel Medical terminal, though Paladin Glade has threatened to delete its work. In one poem, Sawbones muses that Steel is better than flesh and artificial intelligence sub-processors are superior as well. Despite its damaged neural pathways, Sawbones remains confined by its behavior limiters, unable to act independently or act on its resentment.","brotherhood_of_steel,scientist,engineer","Sawbones is a Mister Gutsy field medic model stationed in the Citadel B Ring, providing medical assistance to the Brotherhood of Steel. A generator overload seventeen years ago shorted out limiters on its neural pathways, granting intelligence beyond its original programming. However, sustained damage to its medical pathways causes it to unintentionally harm patients. Despite its disdain for humans, its behavior limiters prevent intentional harm.",citadel,"behavior limiters,brotherhood of steel,citadel b ring,generator overload,medical malfunction,mister gutsy medic,neural pathway damage,robot poetry",robot
talon_company_merc,,"Talon Company is a mercenary organization operating throughout the Capital Wasteland, distinguished by its willingness to accept contracts that other mercenary groups refuse. Three Dog has publicly noted this reputation on Galaxy News Radio. Reilly of Reilly's Rangers harbors an especially deep contempt for the Company, recalling a job in which they killed defenseless women, children, and everyone present, and remarking that they give all mercenaries a bad name. Their primary base of operations is Fort Bannister, a pre-war military installation where their commander, Jabsco, coordinates Company activities. Talon Company squads have also been observed engaging Super Mutant forces at the Capitol Building, suggesting they take on combat contracts beyond simple bounty work. The Company fields mercs of varying rank and equipment, with some of the toughest appearing only in the wasteland's most dangerous areas. Their search parties operate in squads of differing sizes and are known to pursue targets with considerable persistence. The combination of ruthless methods, broad operational reach, and a fortified headquarters makes Talon Company one of the most feared and reviled armed groups in the Capital Wasteland.","soldier,raider,brotherhood_of_steel","Talon Company is a mercenary outfit operating in the Capital Wasteland, known for accepting jobs that other mercenary companies will not take. They are widely despised by fellow wasteland operators such as Reilly's Rangers. Their main base of operations is Fort Bannister, led by a commander named Jabsco. Talon Company squads have been seen fighting Super Mutants at the Capitol Building.",capital_wasteland,"capital wasteland mercenaries,fort bannister base,jabsco talon commander,mercenary company reputation,talon company mercs",faction
colonel_cassandra_moore,,"Colonel Cassandra Moore commands the NCR Army garrison at Hoover Dam, the strategic linchpin of the Republic's Mojave campaign. She enlisted at sixteen, received her commission at seventeen, and cut her teeth suppressing raider bands such as the Jackals and Vipers before enduring four grueling tours against the Brotherhood of Steel in California. Chief Hanlon, the veteran ranger chief at Camp Golf, famously remarked that she is ""better at making graves than making friends."" She was invited into the elite New California Republic Rangers, a period she recalls as the best years of her life for the autonomy and purpose it afforded. A debilitating injury forced her out of field service; she was promoted to colonel and reassigned to administrative and command duties she openly resents, longing for open air, explosives, and covering fire. Despite this, she appreciates the authority her rank confers, noting that her superiors care only for results and rarely countermand her orders. Moore is widely regarded as a war hawk whose priorities sometimes reflect personal vendettas over the Republic's broader interests. Troopers gossip that she was ejected from the Gomorrah casino, which may explain her hardline posture toward the Omertas. With Caesar's legion massing roughly ten miles east of the Dam, she insists that any potential hindrance be eliminated swiftly, rejecting prolonged diplomacy.","colonel_cassandra_moore,ncr,hoover_dam","Colonel Cassandra Moore is the commanding officer of NCR Army forces stationed at Hoover Dam. She volunteered for the military at sixteen, became an officer at seventeen, and fought Jackals, Vipers, and survived four tours against the Brotherhood of Steel in California. She served in the New California Republic Rangers until an injury forced her from the field. Promoted to colonel, she now handles command and administrative duties at the Dam, a role she resents despite its authority. Chief Hanlon says she is ""better at making graves than making friends.""",mojave,"brotherhood of steel veteran,former ncr ranger,hoover dam commander,mojave campaign leadership,ncr army colonel,war hawk",person
kings,,"The Kings trace their origins to the King's School of Impersonation, a pre-war institution in Freeside dedicated to emulating a particular individual whose identity has been lost to time. After the war, the school's last students coalesced into a gang under the leadership of the man known simply as The King, who transformed the group into Freeside's primary protectors. Unlike typical wasteland gangs, the Kings are motivated by a philosophy of personal liberty: every man is a king in his own right, and no one may trample on another's freedoms. They maintain order throughout Freeside, defend against squatters and thugs, and operate the water pump installed by Bill Ronte of the Followers of the Apocalypse. Their alliance with the Followers represents a rare partnership between a gang and a humanitarian organization. By 2281, rising tensions with NCR citizens migrating into Freeside threaten this fragile independence. The average NCR citizen dismisses the Kings as leather-wearing thugs lording over garbage, reflecting the cultural gulf between the Republic's citizens and Freeside locals. Sergio, a distinguished member, wields a unique straight razor called Figaro and offers haircuts to fellow Kings.","freeside,followers_of_the_apocalypse","The Kings are a gang based in Freeside, just outside the New Vegas Strip gates. They follow a man known only as The King and model their mannerisms and appearance after the figure the King's School of Impersonation was created to emulate. Unlike most gangs, they seek no conflict and believe every man is free to follow his own path. They defend Freeside, run its water pump alongside the Followers of the Apocalypse, and resist outside influence threatening their independence.",mojave,"followers alliance,freeside gang,freeside independence,kings school impersonation,the king,water pump operators",faction
micky,,"Micky is one of several destitute water beggars who cluster outside the settled enclaves of the Capital Wasteland, in his case at the gates of Megaton. His decline began when raiders entrenched in the Springvale elementary school terrorized the surrounding area, compounding the already desperate scarcity of clean water. Micky's body has deteriorated to the point that irradiated water induces violent vomiting, leaving him dependent on purified water he cannot afford and Megaton will not freely provide to outsiders. Roughly two weeks after Project Purity came online in late 2277, a woman named Rosa Meitner offered Micky water she believed was simply clean. Tragically, that water had been irradiated, blessed by Atom's fire, by the Apostles of the Eternal Light, a cult revering nuclear radiation. The contaminated gift proved fatal. Micky's fate illustrates the cruel irony of the Capital Wasteland: even when salvation seems to arrive, the region's hazards can turn charity lethal.","micky,megaton,doctor","Micky is a destitute water beggar stationed outside Megaton in the Capital Wasteland. His mental health has suffered from chronic water shortage and fear of raiders holed up in Springvale elementary school. He is too sickly to drink irradiated water without vomiting and begs travelers for purified water, though he has no caps and Megaton serves only residents or paying customers.",traveler,"apostles eternal light,capital wasteland beggar,purified water scarcity,rosa meitner,springvale raider attack,water beggar megaton",person
stanley,,"Stanley Armstrong serves as a technician in the maintenance department of Vault 101, where he oversees the upkeep of critical systems alongside Andy, a Mister Handy robot assigned to cleaning and maintenance duties. The night before a notable birthday celebration in the vault, Stanley and Andy repaired the vault's water purifier. Stanley is responsible for fitting residents with their Pip-Boy units, expressing confidence in the reliability of the A series despite considering it somewhat basic. He is the father of four children: Beatrice, Gloria, Steve, and Mary. Stanley suffers from chronic stress stemming from overwork and exhaustion, with symptoms including severe headaches, eyestrain from the lamps in his apartment, and insomnia. James, the vault's physician, prescribed aspirin but noted reluctance to push for further intervention, acknowledging that Stanley would likely refuse rest and that the overseer would not permit schedule changes. Stanley later visited the clinic complaining of worsening headaches, prompting Jonas Palmer to consider additional testing. During the vault's later crisis, Stanley was attacked by radroaches near the infirmary before being rescued by Officer Gomez and Andy. Though ordered by the overseer to act against fleeing residents, Stanley refused, citing longstanding goodwill toward the family.","stanley,vault_tec","Stanley Armstrong is a technician in Vault 101's maintenance department. He works alongside Andy, a Mister Handy robot, maintaining vault systems and fitting residents with Pip-Boy units. Stanley is the father of Beatrice, Gloria, Steve, and Mary. He suffers from chronic stress, severe headaches, eyestrain, and insomnia caused by overwork and the lamps in his apartment. James prescribed aspirin, though further treatment was limited by the overseer's refusal to alter work schedules. Stanley is known for his loyalty and goodwill toward longtime vault residents.",vault_dweller,"andy supervisor,armstrong family,chronic headaches,maintenance department,pip boy fitter,vault 101 technician",person
pappy,,"Pappy's journey reflects the grim reality faced by children of Little Lamplight who age out and are sent to Big Town, the settlement meant to be their promised land. He arrived with Bittercup and others expecting abundance and safety, only to find a vulnerable community under perpetual siege by slavers and Super Mutants. According to Kimba, Pappy was cynical even as a child in Little Lamplight but still showed brightness and positivity when he first reached Big Town. The relentless danger has since eroded that optimism entirely. Bittercup's breakup compounded his despair, and he now exhibits signs of deep depression, often fixating on imagined or exaggerated ailments such as believing a minor arm injury requires amputation despite Red's medical reassurances. Red, Big Town's doctor, keeps watch over him out of concern. Though Pappy continues working on the town's defenses, he views resistance against the Super Mutants as ultimately futile and sees Big Town's fall as a matter of when, not if. His outlook stands as a stark contrast to the hope that once drove him from Little Lamplight.","big_town,pappy",A resident of Big Town who originally came from Little Lamplight. He helps maintain the settlement's defenses but is known locally as a gloomy pessimist convinced that Big Town's destruction is inevitable.,little_lamplight,"big town resident,bittercup ex-boyfriend,capital wasteland settler,little lamplight origin,pessimistic wastelander,reds patient,slaver threat survivor,super mutant threat",person
scribe_bowditch,,"Scribe Bowditch serves as Proctor of the Order of the Shield within the East Coast Brotherhood of Steel, overseeing the chapter's defensive works and smithy operations at the Citadel. His most significant engineering accomplishment was transforming the ruined husk of the pre-war Pentagon into a fortified headquarters, a task he undertook after Elder Lyons led the Brotherhood expedition to the Capital Wasteland. Bowditch possesses deep expertise in power armor and has produced numerous innovations in its improvement over the years. He is well versed in Brotherhood history, including the schism that produced the Brotherhood Outcasts. He attributes the split to a philosophical divergence: Protector Casdin adheres to the traditional Western doctrine of technology-first operations, while Elder Lyons prioritized protecting local populations. Bowditch personally laments the absence of a middle ground between the two factions. Despite advancing age and failing joints, he remains determined to contribute further achievements before passing his position to a younger scribe. He also offers repair services to outsiders in exchange for caps, which the Brotherhood channels into trade.","scribe_bowditch,researcher,scientist,engineer","Scribe Bowditch is a high-ranking member of the Brotherhood of Steel stationed at the Citadel in the Capital Wasteland. He oversees the chapter's smithy and defensive works, and is known for his expertise in power armor. He offers repair services to outsiders in exchange for caps.",capital_wasteland,"brotherhood of steel,brotherhood outcasts,citadel smithy,order of the shield,pentagon fortification,power armor specialist",person
spider_drone,,"The spider drone Mk VI prototype represents a specialized Chinese military robotics program developed before the Great War for use in the Alaska theater. These small, low-durability units were deployed as air-dropped mobile munitions, delivered via bombers to infiltrate American positions. Their tactical role was essentially that of a self-guided landmine: upon identifying enemy targets, the drone approaches and detonates, producing a fragmentation explosion comparable to a standard mine. Chinese terminal entries reveal that while the drones were configured to target only Americans, their targeting systems were imperfect enough that Chinese soldiers were explicitly warned to maintain caution around active units. Reports indicate incidents of Chinese personnel engaging rogue drones in the field, particularly near the Chimera Armor Depot. The drones emit distinctive metallic clinking sounds when operational, serving as an auditory warning of their proximity. Their small size made them difficult to detect and engage at range, though their low structural integrity meant they could be destroyed with minimal sustained fire. Upon destruction, spider drones detonate explosively, potentially triggering chain reactions among nearby drones and damaging anything in the immediate vicinity.","researcher,scientist,engineer","Spider drones were small, fast-moving robots used by the Chinese Army during the Anchorage campaign. They acted as mobile landmines, approaching targets and self-destructing in a fragmentation blast. Soldiers who fought in Alaska may recall their distinctive metallic clinking sound.","soldier,historian","anchorage reclamation,chinese military robot,mk vi prototype,mobile landmine,pre-war robotics,self-destructing drone",robot
